,lval,op,rval,Estimate,Est. Std,Std. Err,z-value,p-value
0,performance,~,E_score,0.025881084614684025,0.4163205209277873,0.0004079787254706661,63.43733860482279,0.0
1,performance,~,N_score,0.03163786275122992,0.4757220924312355,0.00042372420596263437,74.66616783123715,0.0
2,performance,~,A_score,0.02128142186103431,0.26603659971998705,0.0005129577282060331,41.48767169172819,0.0
3,performance,~,C_score,-0.001465432270628145,-0.018642184850934558,0.0004921062197448021,-2.9778779638473485,0.0029025152689223788
4,performance,~,O_score,0.016494155565334227,0.17928380220244425,0.0005596485707128804,29.47234460878123,0.0
5,performance,~~,performance,1.0890404253481434,0.5329403197394258,0.012575155654662704,86.60254037155705,0.0
